hive_id,latitude,longitude,date,clock_time,temperature_F,pressure_hPa,cloudiness_percent,humidity_percent,weather_condition_code,weather_overview
WTG_HSCHL,36.214155,-81.649756,2026-06-10,19:00,76.6,907.3,52,71,2,Warm and humid evening with partly cloudy skies and Partly cloudy conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-11,07:00,65.1,907.6,2,86,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-11,14:00,80.8,910.0,4,61,0,Warm and moderately humid afternoon with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-11,19:00,80.5,908.4,0,56,95,Warm and moderately humid evening with mostly clear skies and Thunderstorm conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-12,07:00,69.2,907.1,0,83,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-12,14:00,81.8,909.9,24,60,95,Warm and moderately humid afternoon with partly cloudy skies and Thunderstorm conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-12,19:00,76.4,907.4,99,69,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-13,07:00,61.8,906.5,3,89,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-13,14:00,78.4,910.3,35,62,1,Warm and moderately humid afternoon with partly cloudy skies and Mainly clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-13,19:00,79.2,908.6,0,47,0,Warm and moderately humid evening with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-14,07:00,60.2,904.4,0,79,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-14,14:00,72.8,906.9,38,79,1,Warm and humid afternoon with partly cloudy skies and Mainly clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-14,19:00,70.2,902.8,99,86,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-15,07:00,55.9,900.6,1,85,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-15,14:00,66.5,904.7,100,64,3,Mild and moderately humid afternoon with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-15,19:00,66.9,904.3,0,63,0,Mild and moderately humid evening with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-16,07:00,54.6,903.0,97,87,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-16,14:00,66.5,903.9,79,71,2,Mild and humid afternoon with mostly cloudy skies and Partly cloudy conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-16,19:00,65.3,903.7,100,76,3,Mild and humid evening with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-17,07:00,53.9,901.4,0,82,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-17,14:00,73.7,905.0,44,64,1,Warm and moderately humid afternoon with partly cloudy skies and Mainly clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-17,19:00,73.8,904.5,95,58,3,Warm and moderately humid evening with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-18,07:00,65.6,902.2,0,77,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-18,14:00,73.0,905.6,100,80,95,Warm and humid afternoon with mostly cloudy skies and Thunderstorm conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-18,19:00,72.3,904.8,100,82,95,Warm and humid evening with mostly cloudy skies and Thunderstorm conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-19,07:00,63.0,902.1,98,95,51,Mild and humid morning with mostly cloudy skies and Light drizzle conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-19,14:00,71.0,906.2,100,70,3,Warm and humid afternoon with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-19,19:00,69.1,906.7,1,59,0,Mild and moderately humid evening with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-20,07:00,53.4,904.7,99,80,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-20,14:00,71.8,909.2,12,47,0,Warm and moderately humid afternoon with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-20,19:00,72.8,907.8,0,53,0,Warm and moderately humid evening with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-21,07:00,56.1,904.9,0,78,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-21,14:00,76.8,909.1,18,51,0,Warm and moderately humid afternoon with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-21,19:00,74.6,908.2,29,61,1,Warm and moderately humid evening with partly cloudy skies and Mainly clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-22,07:00,60.6,905.3,5,79,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-22,14:00,78.3,908.6,54,67,95,Warm and humid afternoon with partly cloudy skies and Thunderstorm conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-22,19:00,71.4,906.5,100,87,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-23,07:00,62.7,904.0,100,94,63,Mild and humid morning with mostly cloudy skies and Moderate rain conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-23,14:00,64.6,906.1,100,89,3,Mild and humid afternoon with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-23,19:00,64.7,907.7,0,71,0,Mild and humid evening with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-24,07:00,50.6,907.5,16,83,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-24,14:00,69.9,910.7,29,55,1,Mild and moderately humid afternoon with partly cloudy skies and Mainly clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-24,19:00,69.5,910.4,77,60,2,Mild and moderately humid evening with mostly cloudy skies and Partly cloudy conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-25,07:00,54.1,907.1,98,71,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-25,14:00,74.0,912.0,9,60,0,Warm and moderately humid afternoon with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-25,19:00,72.7,910.5,100,67,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-26,07:00,58.0,909.4,1,79,0,Mild and humid morning with mostly clear skies and Clear conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-26,14:00,66.3,911.6,100,90,65,Mild and humid afternoon with mostly cloudy skies and Heavy rain conditions.
WTG_HSCHL,36.214155,-81.649756,2026-06-26,19:00,70.8,911.1,100,76,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
